codigo,descripcion,valor_en_inventario,moneda
4960,MESA BINARIA,571.0,PESOS
4961,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,522.1,PESOS
4962,MESA BIPERSONAL,572.0,PESOS
4963,PIZARRON BLANCO PARA PLUMIN,1778.0,PESOS
4964,CAÃON MCA. EPSON,31890.27,PESOS
4965,MESA BIPERSONAL,1250.0,PESOS
4966,NO BREAK MCA. APC,1645.5,PESOS
4967,MESA BIANRIA,343.85,PESOS
4968,MESA BIPERSONAL,2292.16,PESOS
4969,CPU MCA. SUN,5022.0,PESOS
4970,MESA BINARIA,343.85,PESOS
4971,MESA BIPERSONAL,2292.16,PESOS
4972,MESA BINARIA,448.0,PESOS
4973,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
4974,MESA BIPERSONAL,954.13,PESOS
4975,MESA BINARIA,343.85,PESOS
4976,SILLA TIPO TRINEO PISTACHE,1500.0,PESOS
4977,SILLA FIJA DE PLASTICO AZUL SIN PALETA,246.1,PESOS
4978,SILLA TIPO TRINEO NARANJA,1500.0,PESOS
4979,SILLA FIJA DE PLASTICO COLOR AZUL,571.0,PESOS
4980,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
4981,MESA BIPERSONAL,434.0,PESOS
4982,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
4983,SILLA TIPO TRINEO PISTACHE,1500.0,PESOS
4984,MESA BIPERSONAL,2292.16,PESOS
4985,MESA BIPERSONAL,1250.0,PESOS
4986,ANAQUEL METALICO 12 CHAROLAS,3772.11,PESOS
4987,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA SIN PALETA,926.84,PESOS
4988,MESA BIPERSONAL,1250.0,PESOS
4989,MESA BIPERSONAL,1250.0,PESOS
4990,MESA BINARIA,343.85,PESOS
4991,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",350.0,PESOS
4992,MESA BINARIA,343.85,PESOS
4993,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA SIN PALETA,926.84,PESOS
4994,ANAQUEL METALICO 12 CHAROLAS,3772.11,PESOS
4995,"SILLA PARA MESA BINARIA EN PLASTICO AZUL,SIN PALETA",571.0,PESOS
4996,SILLA COLOR AZUL SIN PALETA,571.0,PESOS
4997,MESA DE MADERA,2600.0,PESOS
4998,SILLA PARA MESA BINARIA EN PLASTICO AZUL,350.0,PESOS
4999,SILLA AZUL PLASTICA SIN PALETA,227.7,PESOS
5000,SILLA FIJA DE PLÃSTICO SIN PALETA,350.0,PESOS
5001,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5002,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5003,MESA DE MADERA,2600.0,PESOS
5004,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5005,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA,350.0,PESOS
5006,MESA DE MADERA,2600.0,PESOS
5007,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,29942.15,PESOS
5008,SILLA FIJA DE PLASTICO AZUL SIN PALETA,246.1,PESOS
5009,MESA DE MADERA,2600.0,PESOS
5010,SILLA PARA MESA BINARIA SIN PALETA EN PLASTICO AZUL,350.0,PESOS
5011,MESA DE MADERA,2600.0,PESOS
5012,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5013,"SILLA DE PLASTICO COLOR AZUL, SIN PALETA",246.1,PESOS
5014,MESA DE MADERA,2600.0,PESOS
5015,"SILLA DE PLASTICO COLOR , SIN PALETA",1546.21,PESOS
5016,MESA BIPERSONAL,2292.16,PESOS
5017,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5018,MESA DE MADERA,4754.0,PESOS
5019,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5020,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5021,MESA DE MADERA,2600.0,PESOS
5022,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5023,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5024,SILLA METALICA AZUL SIN PALETA,350.0,PESOS
5025,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5026,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5027,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5028,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5029,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA,26.84,PESOS
5030,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,571.0,PESOS
5031,SILLA SIN PALETA PARA AULA,199.0,PESOS
5032,SILLA FIJA PLASTICO AZUL SIN PALETA,350.0,PESOS
5033,SILLA PARA MESA BINARIA EN PLASTICO AZUL,246.1,PESOS
5034,MESA DE MADERA,2600.0,PESOS
5035,MESA PARA AULA,2292.16,PESOS
5036,SILLA PARA MESA BINARIA EN PLASTICO AZUL,926.84,PESOS
5037,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5038,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,239.2,PESOS
5039,SILLA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5040,MESA DE MADERA,2600.0,PESOS
5041,SILLA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5042,silla azul para aula sin paleta,227.7,PESOS
5043,SILLA PARA MESA BINARIA EN PLASTICO AZUL,246.1,PESOS
5044,MESA DE MADERA,2600.0,PESOS
5045,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5046,MESA DE MADERA,2600.0,PESOS
5047,MESA DE MADERA,2600.0,PESOS
5048,MESA DE MADERA,2600.0,PESOS
5049,MESA BINARIA,343.85,PESOS
5050,SILLA PARA MESA BINARIA EN PLASTICO AZUL,246.1,PESOS
5051,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5052,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5053,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",571.0,PESOS
5054,SILLA PARA MESA BINARIA EN PLASTICO AZUL,246.1,PESOS
5055,MESA DE MADERA,2600.0,PESOS
5056,SILLA DE PLASTICO AZUL SIN PALETA,12952.78,PESOS
5057,MESA DE MADERA,2600.0,PESOS
5058,SILLA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5059,MESA DE MADERA,2600.0,PESOS
5060,SILLA DE PLASTICO SIN PALETA,926.84,PESOS
5061,MESA DE MADERA,2600.0,PESOS
5062,MESA DE MADERA,2600.0,PESOS
5063,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5064,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,434.0,PESOS
5065,MESA BIPERSONAL,1250.0,PESOS
5066,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5067,SILLA DE PLASTICO SIN PALETA,926.84,PESOS
5068,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5069,SILLA FIJA PLASTICO AZUL SIN PALETA,350.0,PESOS
5070,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5071,MESA BINARIA,343.85,PESOS
5072,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5073,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5074,SILLA FIJA DE PLASTICO COLOR AZUL SIN PALETA,571.0,PESOS
5075,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5076,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,246.1,PESOS
5077,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5078,SILLA BINARIA CON CONCHAS PLASTICAS PROPILENO Y RESPALDO CHAROLA METALICA,1082.28,PESOS
5079,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5080,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5081,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5082,NO BREAK MICROS 1000 SOLA BASIC,323.0,PESOS
5083,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5084,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5085,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5086,MESA DE MADERA,2600.0,PESOS
5087,MESA DE MADERA,2600.0,PESOS
5088,MESA BINARIA,545.45,PESOS
5089,MESA DE MADERA,2600.0,PESOS
5090,MESA DE MADERA,2600.0,PESOS
5091,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,343.85,PESOS
5092,SILLA BINARIA CON CONCHAS PLASTICAS PROPILENO Y RESPALDO CHAROLA METALICA,1082.28,PESOS
5093,PIZARRON BLANCO PARA PLUMIN,1768.21,PESOS
5094,SILLA FIJA DE METAL,216.0,PESOS
5095,CAÃON SERIE KYSF070435L,10000.0,PESOS
5096,MESA BINARIA,343.85,PESOS
5097,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5098,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5099,MESA BIPERSONAL,2292.16,PESOS
5100,MESA PARA AULA FRENTE 110CM FONDO 40 ALTURA 75 P/2 ALUMNOS,2292.16,PESOS
5101,SILLA FIJA TAPIZADA EN TELA NEGRA,246.0,PESOS
5102,MESA BINARIA,343.85,PESOS
5103,MESA BIPERSONAL,1250.0,PESOS
5104,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,434.0,PESOS
5105,LECTOR LASER OMNI-DIRECCIONAL,3286.99,PESOS
5106,MESA BINARIA DE RABAJO DE MADERA,951.56,PESOS
5107,ANAQUEL METALICO 12 CHAROLAS,2944.0,PESOS
5108,MESA BIPERSONAL,2292.16,PESOS
5109,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,343.85,PESOS
5110,MESA BINARIA,572.0,PESOS
5111,MESA BIPERSONAL,1437.5,PESOS
5112,MESA PARA AULA FRENTE 110CM FONDO 40 ALTURA 75 P/2 ALUMNOS,2292.16,PESOS
5113,MESA BINARIA,343.85,PESOS
5114,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,571.0,PESOS
5115,MESA BIPERSONAL,2292.16,PESOS
5116,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5117,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5118,MESA BIPERSONAL,2292.16,PESOS
5119,MESA BIPERSONAL,1250.0,PESOS
5120,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,571.0,PESOS
5121,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,434.0,PESOS
5122,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,434.0,PESOS
5123,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,3134.7,PESOS
5124,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",350.0,PESOS
5125,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5126,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5127,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5128,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5129,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5130,MESA BIPERSONAL,343.85,PESOS
5131,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",350.0,PESOS
5132,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5133,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",350.0,PESOS
5134,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",571.0,PESOS
5135,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA SIN PALETA,926.84,PESOS
5136,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5137,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA,926.84,PESOS
5138,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5139,MESA BIPERSONAL,2292.16,PESOS
5140,ANAQUEL METALICO 12 CHAROLAS,2944.0,PESOS
5141,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,571.0,PESOS
5142,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5143,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5144,SILLA PARA MESA BINARIA  AZUL SIN PALETA,350.0,PESOS
5145,SILLA METALICA AZUL SIN PALETA,350.0,PESOS
5146,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5147,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5148,SILLA PLASTICA  AZUL SIN PALETA,350.0,PESOS
5149,SILLA PARA MESA BINARIA EN PLASTICO AZUL,350.0,PESOS
5150,MESA BIPERSONAL,434.0,PESOS
5151,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5152,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5153,"TV LED SAMSUMG 75"", ENTREGA, INSTALACIÃN, CONFIGURACIÃN, PUESTA APUNTO Y TRASNFERENCIA DEL CONOCIMIENTO, TECNOLOGÃA LED DE 75 PULGADAS, SMART TV, CON UNA RESOLUCIÃN DE 3849X1260 (4K), ULTRA HIGH DEFINITION, CON 3 PUERTOS HDMI, 2 PUERTOS USB, PUERTO RED LAN ETHERNET, CONECTIVIDAD VIA WIFI, CLUETOOTH, SONIDO ENVOLVENTE DOLBY DIGITAL PLUS. INCLUYE EQUIPO, CABLE HDMI, TODO EL SISTEMA DE CABLEADO, SOPORTES A LA PARED, TORNILLERÃA, SUPERVISIÃN Y MEMORIA TÃCNICA. SERVICIO DE SOPORTE EN SITIO PARA ATENCIÃN DE GARANTÃAS POR 36 MESES, CON UN TIEMPO DE RESPUESTA DE 24 HORAS. NO-BRAKE CON REGULADOR INTEGRADO Y SUPRESOR DE PICOS DE 750VA, 375 WATTS.",80628.12,PESOS
5154,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5155,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5156,PIZARRON PARA PLUMON DE 3.60 X1.20MTS,2277.0,PESOS
5157,SILLA DE PLASTICO AZUL SIN PALETA,1546.21,PESOS
5158,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",571.0,PESOS
5159,"SILLA DE PLASTICO COLOR AZUL, SIN PALETA",246.1,PESOS
5160,MESA PARA AULA FRENTE 110CM FONDO 40 ALTURA 75 P/2 ALUMNOS,2292.16,PESOS
5161,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5162,SILLA AZUL DE PLASTICO SIN PALETA,227.7,PESOS
5163,MESA BINARIA,448.0,PESOS
5164,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5165,SILLA BINARIA CON CONCHAS PLASTICAS PROPILENO Y RESPALDO CHAROLA METALICA,1082.28,PESOS
5166,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",571.0,PESOS
5167,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5168,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5169,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5170,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5171,SILLA FIJA DE PLASTICO SIN PALETA,571.0,PESOS
5172,SILLA PARA MESA BINARIA EN PLASTICO AZUL,350.0,PESOS
5173,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5174,SILLA FIJA DE PLASTICO SIN PALETA,571.0,PESOS
5175,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5176,"SILLA DE PLASTICO COLOR AZUL, SIN PALETA",926.84,PESOS
5177,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
5178,SILLA PARA MESA BINARIA SIN PALETA EN PLASTICO AZUL,350.0,PESOS
5179,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,434.0,PESOS
5180,MESA BIPERSONAL,954.65,PESOS
5181,SILLA PARA MESA BINARIA EN PLASTICO AZUL,227.7,PESOS
5182,COMPUTADORA MCA. LENOVO MOD. M58,13120.54,PESOS
5183,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,571.0,PESOS
5184,MESA BIPERSONAL,1437.5,PESOS
5185,SILLA FIJA METALICA CON ASIENTO DE PLASTICO AZUL,1500.0,PESOS
5186,SILLA PARA MESA BINARIA SIN PALETA EN PLASTICO AZUL,239.2,PESOS
5187,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,434.0,PESOS
5188,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5189,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA SIN PALETA,926.84,PESOS
5190,MESA BIPERSONAL,343.85,PESOS
5191,SILLA PARA MESA BINARIA SIN PALETA EN PLASTICO AZUL,239.2,PESOS
5192,SILLA DE PLASTICO SIN PALETA,926.84,PESOS
5193,MESA BIPERSONAL,343.85,PESOS
5194,SILLA FIJA PLASTICO COLOR AZUL SIN PALETA,350.0,PESOS
5195,MESA BINARIA,571.0,PESOS
5196,SILLA SIN PALETA PARA AULA,926.84,PESOS
5197,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5198,MESA BIPERSONAL,1250.0,PESOS
5199,COMPUTADORA MCA. LENOVO MOD. M58,13120.54,PESOS
5200,MESA PARA COMPUTADORA,3157.52,PESOS
5201,SILLA FIJA DE PLASTICO AZUL SIN PALETA,246.1,PESOS
5202,MESA BIPERSONAL,2292.16,PESOS
5203,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,239.2,PESOS
5204,MESA BIPERSONAL,1250.0,PESOS
5205,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5206,SILLA COLOR AZUL SIN PALETA,246.1,PESOS
5207,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5208,MESA BIPERSONAL,1250.0,PESOS
5209,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,522.1,PESOS
5210,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5211,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5212,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,926.84,PESOS
5213,MESA BIPERSONAL,522.1,PESOS
5214,SILLA FIJA DE PLASTICO AZUL SIN NUMERO,1082.28,PESOS
5215,SILLA PARA MESA BINARIA EN PLASTICO AZUL,239.2,PESOS
5216,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5217,MESA PARA AULA FRENTE 110CM FONDO 40 ALTURA 75 P/2 ALUMNOS,2292.16,PESOS
5218,MESA PARA AULA FRENTE 110CM FONDO 40 ALTURA 75 P/2 ALUMNOS,2292.16,PESOS
5219,SILLA FIJA PLASTICO AZUL SIN PALETA,350.0,PESOS
5220,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,2631.69,PESOS
5221,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5222,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5223,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5224,SILLA PARA MESA BINARIA EN PLASTICO AZUL  SIN PALETA,571.0,PESOS
5225,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,522.1,PESOS
5226,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5227,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
5228,MESA PARA AULA FRENTE 110CM FONDO 40 ALTURA 75 P/2 ALUMNOS,2292.16,PESOS
5229,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA,926.84,PESOS
5230,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA SIN PALETA,350.0,PESOS
5231,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,522.1,PESOS
5232,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5233,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5234,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,522.1,PESOS
5235,MESA BIPERSONAL,343.85,PESOS
5236,SILLA BINARIA CON CONCHAS PLASTICAS PROPILENO Y RESPALDO CHAROLA METALICA,1082.28,PESOS
5237,PIZARRON PARA PLUMON DE 3.60 X 1.20 COLOR BLANCO,2277.0,PESOS
5238,"TV LED SAMSUMG 75"", ENTREGA, INSTALACIÃN, CONFIGURACIÃN, PUESTA APUNTO Y TRASNFERENCIA DEL CONOCIMIENTO, TECNOLOGÃA LED DE 75 PULGADAS, SMART TV, CON UNA RESOLUCIÃN DE 3849X1260 (4K), ULTRA HIGH DEFINITION, CON 3 PUERTOS HDMI, 2 PUERTOS USB, PUERTO RED LAN ETHERNET, CONECTIVIDAD VIA WIFI, CLUETOOTH, SONIDO ENVOLVENTE DOLBY DIGITAL PLUS. INCLUYE EQUIPO, CABLE HDMI, TODO EL SISTEMA DE CABLEADO, SOPORTES A LA PARED, TORNILLERÃA, SUPERVISIÃN Y MEMORIA TÃCNICA. SERVICIO DE SOPORTE EN SITIO PARA ATENCIÃN DE GARANTÃAS POR 36 MESES, CON UN TIEMPO DE RESPUESTA DE 24 HORAS. NO-BRAKE CON REGULADOR INTEGRADO Y SUPRESOR DE PICOS DE 750VA, 375 WATTS.",80628.12,PESOS
5239,SILLA TIPO TRINEO AZUL MARINO,1500.0,PESOS
5240,SILLA TIPO TRINEO VERDE,1500.0,PESOS
5241,SILLA TIPO TRINEO NARANJA,1500.0,PESOS
5242,SILLA TIPO TRINEO NARANJA,1500.0,PESOS
5243,SILLA TIPO TRINEO NARANJA,1500.0,PESOS
5244,SILLA TIPO TRINEO VERDE,1500.0,PESOS
5245,SILLA TIPO TRINEO VERDE,1500.0,PESOS
5246,SILLA TIPO TRINEO VERDE,1500.0,PESOS
5247,SILLA TIPO TRINEO VERDE,1500.0,PESOS
5248,SILLA PARA AULA DE POLIPROPILENO CON PARRILLA FIJA SIN PALETA,926.84,PESOS
5249,PIZARRON PARA PLUMIN 3.60 X 1.20 MTS,2277.0,PESOS
5250,SILLA TIPO TRINEO VERDE,1500.0,PESOS
5251,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",571.0,PESOS
5252,"TV LED SAMSUNG 75"", SUMINISTRO, ENTREGA, INSTALACIÃN, CONFIGURACIÃN, PUESTA A PUNTO Y TRANSFERENCIA DEL CONOCIMIENTO, TECNOLOGÃA LED DE 75 PULGADAS, SMART TV, CON UNA RESOLUCIÃN DE 3849X2160 (4K), ULTRA HIGH DEFINITION, CON 3 PUERTOS HDMI, 2 PUERTOS USB, PUERTO RED LAN ETHERNET, CONECTIVIDAD VÃA WIFI, BLUETOOTH, SONIDO ENVOLVENTE DOLBY, DIGITAL PLUS, INCLUYE: EQUIPO, CABLE HDMI, TODO EL SISTEMA DE CABLEADO, SOPORTES A LA PARED, TORNILLERÃA Y MATERIAL PARA FIJACIÃN, CANALETAS, MANO DE OBRA, CALIBRACIÃN, INGENIERÃA, SUPERVISIÃN Y MEMORIA TÃCNICA. SERVICIO DE SOPORTE EN SITIO PARA ATENCIÃN DE GARANTÃAS POR 36 MESES, CON UN TIEMPO DE RESPUESTA DE 24 HORAS. NO-BRAKE CON REGULADOR INTEGRADO Y SUPRESOR DE PICOS DE 750VA, 375 WATTS",80628.12,PESOS
5253,MESA BINARIA,522.1,PESOS
5254,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,571.0,PESOS
5255,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
5256,SILLA FIJA PLASTICO AZUL SIN PALETA,350.0,PESOS
5257,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,2771.81,PESOS
5258,MESA BIPERSONAL PARA AULAS,1250.0,PESOS
5259,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5260,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",350.0,PESOS
5261,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5262,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",350.0,PESOS
5263,MESA BIPERSONAL,1200.0,PESOS
5264,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5265,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,2771.81,PESOS
5266,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",571.0,PESOS
5267,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5268,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5269,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,571.0,PESOS
5270,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,2771.81,PESOS
5271,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5272,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,571.0,PESOS
5273,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,2771.81,PESOS
5274,MESA BIPERSONAL,1250.0,PESOS
5275,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,571.0,PESOS
5276,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5277,SILLA PARA MESA BINARIA  AZUL SIN PALETA,350.0,PESOS
5278,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5279,MESA BINARIA,343.85,PESOS
5280,"SILLA PARA MESA BINARIA EN PLASTICO AZUL, SIN PALETA",350.0,PESOS
5281,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
5282,SILLA FIJA PLASTICO AZUL SIN PALETA,350.0,PESOS
5283,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
5284,SILLA FIJA DE PLASTICO SIN PALETA,571.0,PESOS
5285,SILLA PARA MESA BINARIA  AZUL SIN PALETA,350.0,PESOS
5286,MESA BINARIA,343.85,PESOS
5287,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
